# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_canonical_start_codon	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
jgi.p|Rhisto1|676525	gene_6043	mRNA_6043	protein_coding	0	1	1	64	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	39
jgi.p|Rhisto1|676537	gene_6044	mRNA_6044	protein_coding	0	4	1	65	0	1	0	0	3	0	0	0	0	36	0	0	0	9	1	0	0	0	0	3	0	0	0	0	1	19
jgi.p|Rhisto1|676563	gene_6051	mRNA_6051	protein_coding	0	0	0	63	0	0	0	0	0	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38
jgi.p|Rhisto1|676566	gene_6052	mRNA_6052	protein_coding	0	2	0	58	0	2	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	21
jgi.p|Rhisto1|676571	gene_6054	mRNA_6054	protein_coding	1	0	0	43	0	0	0	0	3	0	0	0	0	18	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	17
jgi.p|Rhisto1|676576	gene_6055	mRNA_6055	protein_coding	3	2	0	49	0	0	0	0	4	1	0	0	0	20	0	2	0	5	0	0	0	0	0	0	0	0	3	0	2	20
jgi.p|Rhisto1|676583	gene_6057	mRNA_6057	protein_coding	0	1	0	45	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25
jgi.p|Rhisto1|676584	gene_6058	mRNA_6058	protein_coding	0	1	0	36	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
jgi.p|Rhisto1|676593	gene_6059	mRNA_6059	protein_coding	0	1	0	38	0	0	0	0	4	0	0	0	0	18	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	14
jgi.p|Rhisto1|676595	gene_6060	mRNA_6060	protein_coding	0	4	1	38	0	0	0	0	0	0	0	0	0	13	0	0	0	4	1	0	0	0	0	1	0	0	0	0	3	22
jgi.p|Rhisto1|676600	gene_6061	mRNA_6061	protein_coding	0	0	0	42	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17
jgi.p|Rhisto1|676603	gene_6064	mRNA_6064	protein_coding	0	3	1	45	0	1	0	0	0	0	0	0	0	11	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	30
jgi.p|Rhisto1|676606	gene_6065	mRNA_6065	protein_coding	1	5	3	48	0	0	0	0	0	0	0	0	0	14	0	0	0	12	3	0	0	0	0	5	0	0	1	0	1	26
jgi.p|Rhisto1|676609	gene_6066	mRNA_6066	protein_coding	0	1	1	55	0	0	0	0	0	0	0	0	0	28	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	23
jgi.p|Rhisto1|676613	gene_6068	mRNA_6068	protein_coding	0	3	0	38	0	2	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0	1	0	0	0	0	2	21
jgi.p|Rhisto1|676614	gene_6069	mRNA_6069	protein_coding	0	1	0	42	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31
jgi.p|Rhisto1|676623	gene_6072	mRNA_6072	protein_coding	1	4	1	40	0	2	0	0	1	0	0	0	0	12	0	1	0	4	1	0	1	0	0	1	0	0	0	0	3	21
jgi.p|Rhisto1|676642	gene_6076	mRNA_6076	protein_coding	0	11	1	67	0	3	0	0	5	0	0	0	0	22	0	0	0	9	1	0	1	0	0	4	0	0	0	0	7	30
jgi.p|Rhisto1|676644	gene_6077	mRNA_6077	protein_coding	0	0	0	75	0	1	0	0	1	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
jgi.p|Rhisto1|676666	gene_6080	mRNA_6080	protein_coding	4	4	0	78	0	1	0	0	3	0	0	0	0	39	0	4	0	9	0	0	0	0	0	0	0	0	0	0	4	26
jgi.p|Rhisto1|676707	gene_6088	mRNA_6088	protein_coding	0	0	1	52	0	0	0	0	0	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24
jgi.p|Rhisto1|676713	gene_6089	mRNA_6089	protein_coding	0	7	6	64	0	0	0	0	0	0	0	0	0	26	0	0	0	7	6	0	0	0	0	0	0	0	0	0	7	31
jgi.p|Rhisto1|676748	gene_6103	mRNA_6103	protein_coding	1	2	2	91	0	1	0	0	1	0	0	0	0	47	0	0	0	1	2	0	0	0	0	1	1	0	0	0	1	42
jgi.p|Rhisto1|676750	gene_6104	mRNA_6104	protein_coding	3	5	1	90	0	3	0	0	0	0	0	0	0	39	0	3	0	6	1	0	0	0	0	2	0	0	0	0	3	44
jgi.p|Rhisto1|676787	gene_6113	mRNA_6113	protein_coding	0	4	0	89	0	1	0	0	0	0	0	0	0	46	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	42
jgi.p|Rhisto1|676791	gene_6114	mRNA_6114	protein_coding	0	1	0	88	0	0	0	0	1	0	0	0	0	41	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	44
jgi.p|Rhisto1|676793	gene_6118	mRNA_6118	protein_coding	0	4	2	63	0	2	1	0	1	0	0	0	0	39	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	21
jgi.p|Rhisto1|676802	gene_6119	mRNA_6119	protein_coding	0	5	4	62	0	3	0	0	0	0	0	0	1	22	0	0	0	3	3	0	0	0	0	1	0	0	0	0	5	34
jgi.p|Rhisto1|676806	gene_6120	mRNA_6120	protein_coding	0	2	0	48	0	0	0	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	29
jgi.p|Rhisto1|676821	gene_6125	mRNA_6125	protein_coding	0	2	0	58	0	2	1	0	1	0	0	0	0	24	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	30
jgi.p|Rhisto1|676840	gene_6130	mRNA_6130	protein_coding	0	4	1	84	0	0	0	0	0	0	0	0	0	22	0	0	0	6	1	0	0	0	0	2	0	0	0	0	3	57
jgi.p|Rhisto1|676849	gene_6131	mRNA_6131	protein_coding	0	1	1	92	0	0	0	0	3	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	56
jgi.p|Rhisto1|676851	gene_6132	mRNA_6132	protein_coding	0	5	0	93	0	1	0	0	0	0	0	0	0	51	0	0	0	3	0	0	0	0	0	3	0	0	0	0	2	41
jgi.p|Rhisto1|676854	gene_6133	mRNA_6133	protein_coding	0	7	1	77	0	0	0	0	0	0	0	0	0	24	0	0	0	2	1	0	0	0	0	2	0	0	0	0	5	53
jgi.p|Rhisto1|676869	gene_6135	mRNA_6135	protein_coding	0	0	0	101	0	2	0	0	0	0	0	0	0	50	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	47
jgi.p|Rhisto1|676874	gene_6136	mRNA_6136	protein_coding	0	2	7	112	0	1	0	0	3	1	0	0	0	51	0	0	0	8	6	0	0	0	0	0	0	0	0	0	2	49
jgi.p|Rhisto1|676889	gene_6137	mRNA_6137	protein_coding	0	2	0	108	0	3	0	0	4	0	0	0	0	62	0	0	0	9	0	0	0	0	0	1	0	0	0	0	1	31
jgi.p|Rhisto1|676913	gene_6141	mRNA_6141	protein_coding	1	1	0	79	0	1	1	0	2	0	0	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42
jgi.p|Rhisto1|676915	gene_6143	mRNA_6143	protein_coding	0	1	2	74	0	4	0	0	1	0	0	0	0	32	0	0	0	8	2	0	0	0	0	1	0	0	0	0	0	30
jgi.p|Rhisto1|676921	gene_6146	mRNA_6146	protein_coding	0	1	1	75	0	1	1	0	4	0	0	0	0	38	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	32
jgi.p|Rhisto1|676925	gene_6149	mRNA_6149	protein_coding	0	2	0	79	0	0	0	0	0	0	0	0	0	37	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	37
jgi.p|Rhisto1|676928	gene_6150	mRNA_6150	protein_coding	0	1	1	97	0	0	0	0	1	0	0	0	0	43	0	0	0	19	1	0	0	0	0	1	0	0	0	0	0	35
jgi.p|Rhisto1|676937	gene_6152	mRNA_6152	protein_coding	2	7	1	83	0	0	0	0	2	0	0	0	0	38	0	1	0	11	1	0	0	1	0	4	0	0	0	0	4	36
jgi.p|Rhisto1|676951	gene_6156	mRNA_6156	protein_coding	0	2	2	98	0	1	0	0	0	0	0	0	0	51	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	46
jgi.p|Rhisto1|676953	gene_6157	mRNA_6157	protein_coding	0	6	2	88	0	3	0	0	9	0	0	0	0	41	0	0	0	6	2	0	0	0	0	5	0	0	0	0	1	32
jgi.p|Rhisto1|676958	gene_6159	mRNA_6159	protein_coding	2	4	1	75	0	2	0	0	1	0	0	0	0	46	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	26
jgi.p|Rhisto1|676961	gene_6161	mRNA_6161	protein_coding	0	1	0	65	0	1	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	42
jgi.p|Rhisto1|676964	gene_6162	mRNA_6162	protein_coding	0	1	1	56	0	2	0	0	2	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	26
jgi.p|Rhisto1|676968	gene_6163	mRNA_6163	protein_coding	0	8	1	67	0	0	0	0	2	0	0	0	0	25	0	0	0	9	1	0	0	0	0	1	0	0	0	0	7	32
jgi.p|Rhisto1|676969	gene_6164	mRNA_6164	protein_coding	0	0	0	72	0	1	0	0	2	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
jgi.p|Rhisto1|676974	gene_6165	mRNA_6165	protein_coding	0	5	0	85	0	0	0	0	0	0	0	0	0	56	0	0	0	3	0	0	0	0	0	2	0	0	0	0	3	28
jgi.p|Rhisto1|676982	gene_6167	mRNA_6167	protein_coding	0	2	1	83	0	0	0	0	3	0	0	0	0	35	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	45
jgi.p|Rhisto1|676989	gene_6168	mRNA_6168	protein_coding	0	5	1	78	0	0	0	0	3	0	0	0	0	37	0	0	0	4	1	0	0	0	0	3	0	0	0	0	2	37
jgi.p|Rhisto1|677000	gene_6172	mRNA_6172	protein_coding	0	3	0	60	0	0	0	0	1	0	0	0	0	34	0	0	0	4	0	0	0	0	0	1	0	0	0	0	2	22
jgi.p|Rhisto1|677005	gene_6174	mRNA_6174	protein_coding	2	1	3	55	0	0	0	0	0	0	0	0	0	25	0	2	0	4	3	0	0	0	0	0	0	0	0	0	1	26
jgi.p|Rhisto1|677032	gene_6666	mRNA_6666	protein_coding	0	0	0	131	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
jgi.p|Rhisto1|677060	gene_6672	mRNA_6672	protein_coding	0	2	3	197	0	3	0	0	3	0	0	0	0	64	0	0	0	20	3	0	0	0	0	1	0	0	0	0	1	108
jgi.p|Rhisto1|677066	gene_6676	mRNA_6676	protein_coding	0	5	2	113	0	3	0	0	0	0	0	0	0	38	0	0	0	6	2	0	0	0	0	2	0	0	0	0	3	68
jgi.p|Rhisto1|677069	gene_6677	mRNA_6677	protein_coding	1	1	2	97	0	3	0	0	0	0	0	0	0	56	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	38
jgi.p|Rhisto1|677080	gene_6680	mRNA_6680	protein_coding	0	2	2	86	0	0	0	0	3	0	0	0	0	35	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	47
jgi.p|Rhisto1|677081	gene_6681	mRNA_6681	protein_coding	0	1	1	62	0	0	0	0	1	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	34
jgi.p|Rhisto1|677130	gene_6691	mRNA_6691	protein_coding	1	1	2	21	0	2	0	0	0	0	0	0	0	12	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	6
jgi.p|Rhisto1|677132	gene_6692	mRNA_6692	protein_coding	1	2	0	21	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	13
jgi.p|Rhisto1|677134	gene_6693	mRNA_6693	protein_coding	0	0	0	29	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
jgi.p|Rhisto1|677135	gene_6694	mRNA_6694	protein_coding	1	1	0	33	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	22
jgi.p|Rhisto1|677144	gene_6696	mRNA_6696	protein_coding	0	0	0	57	0	0	0	0	4	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	38
jgi.p|Rhisto1|677149	gene_6697	mRNA_6697	protein_coding	0	2	0	70	0	5	0	0	1	0	0	0	0	42	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	17
jgi.p|Rhisto1|677164	gene_6704	mRNA_6704	protein_coding	3	5	2	85	0	1	0	0	0	0	0	0	0	29	0	3	0	4	2	0	0	0	0	3	0	0	0	0	2	54
jgi.p|Rhisto1|677180	gene_6711	mRNA_6711	protein_coding	0	7	0	124	0	1	0	0	0	0	0	0	0	65	0	0	0	9	0	0	0	0	0	4	0	0	0	0	4	51
jgi.p|Rhisto1|677192	gene_6714	mRNA_6714	protein_coding	0	2	3	92	0	1	0	0	0	0	0	1	0	49	0	0	0	6	2	0	0	0	0	1	0	0	0	0	2	36
jgi.p|Rhisto1|677210	gene_6721	mRNA_6721	protein_coding	0	13	0	125	0	4	0	0	0	0	0	0	0	69	0	0	0	36	0	0	1	0	0	10	0	0	0	0	3	24
jgi.p|Rhisto1|677226	gene_6723	mRNA_6723	protein_coding	0	2	0	131	0	4	0	0	0	0	0	0	0	44	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	80
jgi.p|Rhisto1|677238	gene_6725	mRNA_6725	protein_coding	0	2	0	118	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	74
jgi.p|Rhisto1|677239	gene_6726	mRNA_6726	protein_coding	1	1	1	94	0	1	0	0	0	0	0	0	0	45	0	0	0	4	1	0	0	1	0	0	0	0	0	0	1	45
jgi.p|Rhisto1|677250	gene_6730	mRNA_6730	protein_coding	0	2	0	113	0	1	0	0	5	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	60
jgi.p|Rhisto1|677252	gene_6732	mRNA_6732	protein_coding	0	1	1	111	0	3	0	0	4	0	0	0	0	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	62
jgi.p|Rhisto1|677260	gene_6739	mRNA_6739	protein_coding	5	6	0	142	0	2	0	0	0	0	0	0	0	58	0	5	0	6	0	0	0	0	0	0	0	0	0	0	6	76
jgi.p|Rhisto1|677270	gene_6742	mRNA_6742	protein_coding	0	10	5	156	0	0	0	0	0	0	0	0	0	73	0	0	0	2	5	0	0	0	0	0	0	0	0	0	10	81
jgi.p|Rhisto1|677275	gene_6744	mRNA_6744	protein_coding	1	4	0	165	0	0	1	0	4	0	0	0	0	77	0	0	0	11	0	0	0	1	0	0	0	0	0	0	3	74
jgi.p|Rhisto1|677283	gene_6746	mRNA_6746	protein_coding	0	4	3	173	0	1	0	0	3	0	0	0	0	93	0	0	0	12	3	0	1	0	0	1	0	0	0	0	3	64
jgi.p|Rhisto1|677287	gene_6747	mRNA_6747	protein_coding	3	2	7	115	0	2	0	0	3	0	0	1	6	43	0	3	0	6	0	0	0	0	0	2	0	0	0	0	0	63
jgi.p|Rhisto1|677314	gene_6755	mRNA_6755	protein_coding	0	1	0	83	0	1	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33
jgi.p|Rhisto1|677322	gene_6756	mRNA_6756	protein_coding	0	0	0	86	0	0	0	0	3	0	0	0	0	55	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	25
jgi.p|Rhisto1|677328	gene_6758	mRNA_6758	protein_coding	0	0	0	68	0	0	0	0	2	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
jgi.p|Rhisto1|677330	gene_6759	mRNA_6759	protein_coding	0	6	0	63	0	0	0	0	2	0	0	0	0	28	0	0	0	10	0	0	0	0	0	5	0	0	0	0	1	28
jgi.p|Rhisto1|677332	gene_6760	mRNA_6760	protein_coding	0	1	4	76	0	1	0	0	0	0	0	0	0	37	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	38
jgi.p|Rhisto1|677333	gene_6761	mRNA_6761	protein_coding	0	2	0	84	0	0	0	0	2	0	0	0	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	42
jgi.p|Rhisto1|677335	gene_6762	mRNA_6762	protein_coding	1	0	0	86	0	0	0	0	2	0	0	0	0	43	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	40
jgi.p|Rhisto1|677345	gene_6765	mRNA_6765	protein_coding	0	3	3	88	0	0	0	0	3	0	0	0	0	47	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	38
jgi.p|Rhisto1|677347	gene_6766	mRNA_6766	protein_coding	0	2	0	98	0	0	0	0	3	0	0	0	0	44	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	50
jgi.p|Rhisto1|677373	gene_6771	mRNA_6771	protein_coding	1	1	0	102	0	0	0	0	2	0	0	0	0	44	0	0	0	4	0	0	0	1	0	0	0	0	0	0	1	53
jgi.p|Rhisto1|677383	gene_6776	mRNA_6776	protein_coding	1	0	0	128	0	3	0	0	0	0	0	0	0	71	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	47
jgi.p|Rhisto1|677388	gene_6778	mRNA_6778	protein_coding	0	4	1	124	0	0	0	0	0	0	0	0	0	32	0	0	0	14	1	0	0	0	0	2	0	0	0	0	2	80
jgi.p|Rhisto1|677393	gene_6781	mRNA_6781	protein_coding	0	0	0	78	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
jgi.p|Rhisto1|677413	gene_6786	mRNA_6786	protein_coding	1	4	1	79	0	2	0	0	0	0	0	0	0	30	0	1	0	6	1	0	0	0	0	1	0	0	0	0	3	42
jgi.p|Rhisto1|677438	gene_6793	mRNA_6793	protein_coding	0	0	0	112	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
jgi.p|Rhisto1|677445	gene_6797	mRNA_6797	protein_coding	0	0	1	99	0	1	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	64
jgi.p|Rhisto1|677448	gene_6800	mRNA_6800	protein_coding	0	0	0	58	0	0	0	0	0	0	0	0	0	29	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	22
jgi.p|Rhisto1|677458	gene_6801	mRNA_6801	protein_coding	0	2	1	56	0	1	0	0	1	0	0	0	0	16	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	37
jgi.p|Rhisto1|677464	gene_6802	mRNA_6802	protein_coding	0	5	0	61	0	0	0	0	1	0	0	0	0	25	0	0	0	4	0	0	0	0	0	3	0	0	0	0	2	34
jgi.p|Rhisto1|677470	gene_6803	mRNA_6803	protein_coding	0	1	1	64	0	1	0	0	0	0	0	0	0	34	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	28
jgi.p|Rhisto1|677490	gene_6810	mRNA_6810	protein_coding	0	1	1	50	0	0	0	0	2	0	0	0	0	20	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	26
jgi.p|Rhisto1|677506	gene_6812	mRNA_6812	protein_coding	2	2	1	74	0	2	0	0	1	0	0	0	0	47	0	2	0	1	1	0	0	0	0	2	2	0	0	0	0	23
jgi.p|Rhisto1|677508	gene_6813	mRNA_6813	protein_coding	0	3	0	77	0	0	0	0	0	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	28
jgi.p|Rhisto1|677534	gene_6816	mRNA_6816	protein_coding	0	3	2	59	0	0	0	0	0	0	0	0	0	36	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	23
jgi.p|Rhisto1|677555	gene_6818	mRNA_6818	protein_coding	0	1	1	68	0	1	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	41
jgi.p|Rhisto1|677584	gene_6822	mRNA_6822	protein_coding	1	3	4	45	0	0	0	0	0	0	0	0	0	15	0	0	0	0	4	0	0	0	0	0	1	0	0	0	3	30
jgi.p|Rhisto1|677684	gene_6829	mRNA_6829	protein_coding	4	6	1	82	0	1	0	0	3	1	0	0	0	43	0	2	0	3	1	0	0	0	1	3	3	0	0	0	3	35
jgi.p|Rhisto1|677694	gene_6832	mRNA_6832	protein_coding	1	5	0	109	0	0	0	0	0	0	0	0	0	39	0	0	0	21	0	0	0	1	0	6	0	0	0	0	0	55
jgi.p|Rhisto1|677701	gene_6837	mRNA_6837	protein_coding	0	0	1	116	0	4	0	0	2	0	0	0	0	76	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	32
jgi.p|Rhisto1|677707	gene_6838	mRNA_6838	protein_coding	0	0	1	106	0	0	0	0	1	0	0	0	0	43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	62
jgi.p|Rhisto1|677710	gene_6839	mRNA_6839	protein_coding	0	8	5	135	0	0	0	0	0	0	0	0	0	63	0	0	0	12	5	0	0	0	0	2	0	0	0	0	6	62
jgi.p|Rhisto1|677724	gene_6845	mRNA_6845	protein_coding	0	9	2	87	0	0	0	0	0	0	0	0	0	42	0	0	0	3	2	0	0	0	0	2	0	0	0	0	7	44
jgi.p|Rhisto1|677728	gene_6846	mRNA_6846	protein_coding	0	3	0	112	0	1	0	0	2	0	0	0	0	74	0	0	0	4	0	0	0	0	0	1	0	0	0	0	2	32
jgi.p|Rhisto1|677729	gene_6847	mRNA_6847	protein_coding	3	7	2	145	0	1	0	0	0	0	0	0	0	35	0	2	0	29	2	0	0	0	1	2	1	0	0	0	5	83
jgi.p|Rhisto1|677735	gene_6852	mRNA_6852	protein_coding	1	5	1	108	0	0	0	0	0	0	0	0	0	47	0	0	0	15	1	0	0	1	0	4	0	0	0	0	2	50
jgi.p|Rhisto1|677750	gene_6861	mRNA_6861	protein_coding	0	2	0	141	0	3	0	0	3	0	0	0	0	54	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	79
jgi.p|Rhisto1|677757	gene_6862	mRNA_6862	protein_coding	1	1	0	135	0	0	0	0	0	0	0	0	0	87	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	48
jgi.p|Rhisto1|677765	gene_6864	mRNA_6864	protein_coding	0	8	1	124	0	0	0	0	0	0	0	0	0	77	0	0	0	18	1	0	0	0	0	4	0	0	0	0	4	33
jgi.p|Rhisto1|677768	gene_6867	mRNA_6867	protein_coding	0	3	0	123	0	1	0	0	5	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	79
jgi.p|Rhisto1|677771	gene_6868	mRNA_6868	protein_coding	6	9	0	117	0	0	0	0	0	0	0	0	0	43	0	6	0	6	0	0	0	0	0	0	0	1	0	0	9	68
jgi.p|Rhisto1|677772	gene_6869	mRNA_6869	protein_coding	2	0	0	81	0	2	0	0	2	0	0	0	0	38	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	39
jgi.p|Rhisto1|677774	gene_6870	mRNA_6870	protein_coding	0	7	1	100	0	0	0	0	2	0	0	0	0	57	0	0	0	1	1	0	0	0	0	0	0	0	0	0	7	40
jgi.p|Rhisto1|677775	gene_6871	mRNA_6871	protein_coding	0	1	1	99	0	2	0	0	1	0	0	0	0	35	0	0	0	13	1	0	0	0	0	0	0	0	0	0	1	48
jgi.p|Rhisto1|677780	gene_6874	mRNA_6874	protein_coding	2	2	1	84	0	0	0	0	3	0	0	0	0	39	0	2	0	8	1	0	0	0	0	0	0	0	0	0	2	34
jgi.p|Rhisto1|677796	gene_6880	mRNA_6880	protein_coding	1	12	19	198	0	13	1	0	6	1	0	0	1	111	0	1	0	0	17	0	0	0	0	0	0	0	0	0	11	68
jgi.p|Rhisto1|677807	gene_6882	mRNA_6882	protein_coding	5	4	1	241	0	0	0	0	3	0	0	1	0	155	0	2	0	12	0	0	3	3	0	3	0	0	0	0	2	73
jgi.p|Rhisto1|677816	gene_6883	mRNA_6883	protein_coding	0	0	0	148	0	3	0	0	2	0	0	0	0	77	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	62
jgi.p|Rhisto1|677820	gene_6885	mRNA_6885	protein_coding	0	3	1	142	0	3	0	0	3	0	0	0	0	69	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	67
jgi.p|Rhisto1|677823	gene_6886	mRNA_6886	protein_coding	0	2	0	145	0	3	0	0	1	0	0	0	0	64	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	74
jgi.p|Rhisto1|677825	gene_6887	mRNA_6887	protein_coding	0	1	0	133	0	0	0	0	2	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	64
jgi.p|Rhisto1|677828	gene_6888	mRNA_6888	protein_coding	0	1	5	130	0	0	0	0	4	1	2	0	0	54	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	72
jgi.p|Rhisto1|677831	gene_6889	mRNA_6889	protein_coding	0	8	1	177	0	3	0	0	1	0	0	0	0	102	0	0	0	9	1	0	0	0	0	3	0	0	0	1	5	64
jgi.p|Rhisto1|677851	gene_6898	mRNA_6898	protein_coding	0	11	0	96	0	0	0	0	0	0	0	0	0	35	0	0	0	13	0	0	0	0	0	6	0	0	0	0	5	54
jgi.p|Rhisto1|677856	gene_6899	mRNA_6899	protein_coding	3	3	5	124	0	0	0	0	0	0	0	0	0	42	0	2	0	5	5	0	0	1	0	3	2	0	0	0	1	80
jgi.p|Rhisto1|677862	gene_6901	mRNA_6901	protein_coding	0	4	1	162	0	8	0	0	7	1	0	0	0	64	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	81
jgi.p|Rhisto1|677867	gene_6905	mRNA_6905	protein_coding	1	1	1	119	0	1	0	0	0	0	1	0	0	45	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	71
jgi.p|Rhisto1|677877	gene_6910	mRNA_6910	protein_coding	0	2	1	108	0	7	0	0	0	0	0	0	0	59	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	40
jgi.p|Rhisto1|677883	gene_6911	mRNA_6911	protein_coding	0	6	1	123	0	3	0	0	1	0	0	0	0	66	0	0	0	8	1	0	0	0	0	3	0	0	0	0	3	48
jgi.p|Rhisto1|677897	gene_6912	mRNA_6912	protein_coding	0	1	1	132	0	0	0	0	3	0	0	0	1	83	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	43
